message_type,message
ham,follow note gave monday 4 3 00 preliminary flow data provided daren please override pop daily volume presently zero reflect daily activity obtain gas control change needed asap economics purposes
ham,robert updated info enron methanol per gas control volumes via meter overrides realize wanted handed `` sticky `` monday thought informative sorry confusion charlotte hawkins robert e lloyd 04 04 2000 03 23 pm charlotte hawkins hou ect ect cc pat clynes corp enron enron daren j farmer hou ect ect subject enron methanol meter 988291 follow note gave monday 4 3 00 preliminary flow data provided daren please override pop daily volume presently zero reflect daily activity obtain gas control change needed asap economics purposes
ham,4 6 00 beginning 2 00 pm 4 5 00 nomination deliveries 0 mmbtu eastrans redeliveries 0 mmbtu 4 6 00 nomination follows deliveries 0 mmbtu eastrans redeliveries 0 mmbtu
ham,result east texas plant problem late yesterday following revised nominations eastrans april 4 00 4 5 2000 nomination deliveries 30 000 mmbtu eastrans redeliveries 20 000 mmbtu pg e 7 800 mmbtu fuels cotton valley hpl 2 200 mmbtu hpl carwheel carthage 0 mmbtu mobil beaumont hsc
ham,account information help reply message request account click registration confirmed welcome yahoo message confirms new account yahoo yahoo id mpfarmer email address dfarmer enron com email address listed incorrect changes future please keep email contact current help case access yahoo account update email address first sign yahoo yahoo personalized service click `` account info `` top page `` account info `` available please click `` options `` first `` account info `` field need change called `` alternate email address `` new yahoo id yahoo mail yahoo mail get yahoo com email address yahoo auctions yahoo auctions buy sell free image yahoo chat chat people world yahoo calendar yahoo calendar keep organized yahoo yahoo customize way use internet yahoo games yahoo games new classic online games yahoo travel yahoo travel reservations tickets discounts information yahoo shopping yahoo shopping search favorite products brands compare prices yahoo messenger yahoo messenger get notified new mail send instant messages show thank signing yahoo request account please click request longer wish prompted deletion key please cut paste following text box requested deletion page could also reply email make sure copy entire email reply remove subject line 192 152 140 9
ham,remember one loved much gave best raising missing much lacy understand call check us talk count tonya calls raise want hear voice every know work lot used find time week excuse schedule call us still family love get private free email http www hotmail com
ham,forwarded tom acton corp enron 04 05 2000 04 15 pm vance l taylor ect 04 05 2000 03 42 pm tom acton corp enron enron cc howard b camp hou ect ect melissa graves hou ect ect subject tom please see attached file calculating final wellhead production estimate month april file updated actual noms sent via producer thanks vlt x 3 6353
ham,still want hold forwarded tom acton corp enron 04 05 2000 09 25 vance l taylor ect 03 29 2000 04 44 pm tom acton corp enron enron daren j farmer hou ect ect cc melissa graves hou ect ect subject walter g superior april noms tom recently received nomination total package gas aforementioned changed follows counterparty meter last nom latest nom chg walter g 9747 3 901 mmbtu 3 426 mmbtu 475 mmbtu walter g 9787 1 604 mmbtu 1 713 mmbtu 109 mmbtu walter g 9808 4 890 mmbtu 4 950 mmbtu 60 mmbtu superior natural gas 9741 2 783 mmbtu 2 570 mmbtu 213 mmbtu total change 519 mmbtu made change spreadsheet vlt x 3 6353
ham,password deletion noted many users passwords match similar user id internal enrononline applications stack manager product manager eol reports significant security concern therefore sweep id passwords end day thursday april 5 user id passwords similar user id subject deletion changing password passwords changed either stack manager eol reports change password stack manager logged go toolbar select `` help `` select `` change password `` system request enter new password twice change passsword eol reports open reports application log select `` options `` `` change password `` system request enter new password twice please note password change functionality within reports application new appear menu running standalone machine need logout windows level login receive updated version questions please call enrononline help desk houston 713 853 4357 london 44 20 7783 7783 thank assistance preserving appropriate security dave
ham,please make following changes redistribute worksheet thanks 1 please update equistar `` swing `` sitara ticket 156337 equistar '' sale `` reflect '' various `` due different deals associated counterparty 2 valero marketing supply `` undertake `` sitara ticket follows mtr 981394 148396 mtr 988018 148381 mtr 981233 148388 3 valero marketing 981233 148384 988018 148376
ham,please make following changes redistribute worksheet thanks 1 please update equistar `` swing `` sitara ticket 156337 equistar '' sale `` reflect '' various `` due different deals associated counterparty 2 valero marketing supply `` undertake `` sitara ticket follows mtr 981394 148396 mtr 988018 148381 mtr 981233 148388 3 valero marketing supply `` swing `` sitara ticket follows mtr 981394 148391 mtr 988018 148382 mtr 981233 148386
ham,assignment fyi change went deal validation group gives ability change counterparties names bridge back impact logistics unify counterparty name change takes place deals bridge backed could cause problems edi pipes new counterparty name flow unify repathing eventually take place one problem may imbalance data sets production yet edi imbalance qtys would match paths may also cause issue scheduled quantities especially nominations sent entire month remember rules one think unify safe guards idiot proofs force pathing unify ability ride duns numbers yet would still cause additional step edi scheduler would need think order get clean quick response impacts vol mgt counterparty name changes take place prior periods pathing call diane dave speaking w hopefully get clear understanding true impact sure need put processes procedures together deal validation follow type changes needed keep posted thanks dg thomas engel 04 05 2000 09 44 kathryn cordes hou ect ect dana daigle corp enron enron elizabeth l hernandez hou ect ect julie meyers hou ect ect b scott palmer hou ect ect stephanie sever hou ect ect dianne j swiber hou ect ect peggy hedstrom cal ect ect dianne seib cal ect ect cc sylvia campos hou ect ect linda bryan hou ect ect faye ellis hou ect ect donna consemiu hou ect ect scott mills hou ect ect russ severson hou ect ect martha stevens hou ect ect karie hastings hou ect ect regina perkins hou ect ect imelda frayre hou ect ect william e kasemervisz hou ect ect hunaid engineer hou ect ect steven gullion hou ect ect larrissa sharma hou ect ect donna greif hou ect ect subject sitara release changes global due consent assignment regarding ability change counterparties deals sitara confirmed volumes tom words caution someone calls wants change counterparty created ability invalidate deal change counterparty however add warning message '' warning changing counterparty deal confirmed volumes make sure pipeline allows change `` pipelines allow us change counterparties feedback assume reasons rule used blow old scheduling systems pre unify pipelines require new deal zero old deal make change make sure logistics person aware case causes problems pipeline sorry know pipes ask unify team one rule still place change ena im east ena im market east ena im texas hplc im hplc changing business units must legal entity '' warning legal entity `` also beware making contract counterparty changes service deals transport capacity storage cash deal invalidated rules forget items locked reason invalidate service deal change previously locked data validated someone used deals unify highly likely unify deals paths created using deals get corrupted always check someone unify make sure one used deals anything unify forwarded thomas engel hou ect 04 05 2000 09 47 scott mills 04 04 2000 07 38 pm kathryn cordes hou ect ect dana daigle corp enron enron elizabeth l hernandez hou ect ect julie meyers hou ect ect b scott palmer hou ect ect stephanie sever hou ect ect dianne j swiber hou ect ect cc steve jackson hou ect ect thomas engel hou ect ect sylvia campos hou ect ect linda bryan hou ect ect faye ellis hou ect ect donna consemiu hou ect ect subject sitara release changes global due consent assignment release put tuesday evening deal validation able change counterparty deals volume something expected e g confirmed nominated scheduled etc addition release also capture `` near time `` contract changes made global means need server bounces necessary new changes contracts show without get deal manager new counterparties new changes facilities require getting active sitara apps except launch pad apps start new app respective information looking appear mention `` near time `` constrained amount time takes change global data trigger alert sitara updates information srm x 33548 cyndie balfour flanagan enron 04 04 2000 03 41 pm connie sutton hou ect ect linda bryan hou ect ect kathryn cordes hou ect ect scott mills hou ect ect richard elwood hou ect ect dave nommensen hou ect ect kenneth harmon hou ect ect dana daigle corp enron enron kathryn cordes hou ect ect elizabeth l hernandez hou ect ect julie meyers hou ect ect b scott palmer hou ect ect stephanie sever hou ect ect dianne j swiber hou ect ect gayle horn corp enron enron brant reves hou ect ect russell diamond hou ect ect debbie r brackett hou ect ect steve jackson hou ect ect cc subject changes global due consent assignment following changes made global contracts database due receipt executed consent assignment following contracts current counterparty name contract type contract new counterparty name ces commonwealth energy services gisb 96029892 commonwealth energy services ces samuel gary jr associates inc gisb 96029302 samuel gary jr associates ces south jersey gas company gisb 96029143 south jersey gas company cp name change contract type correction contract type different provided ces per ces ces southwest gas corporation 1 1 98 gisb 96029146 per contract file ces southwest gas corporation 04 14 93 master purchase sale interruptible edit global 96029146 ces southwest gas corporation 12 01 94 master sale firm created new global record accommodate k 96037402 please note southwest gas corporation consented assignment contracts
ham,try one guys last one distorted apologies forwarded yvette g connevey corp enron 04 05 2000 03 51 pm holly heath 04 05 2000 03 51 pm yvette g connevey corp enron enron cc brenda f herod hou ect ect subject march preliminary ledgers sorry yvette try one enron north america corp yvette g connevey 04 05 2000 03 49 pm holly heath corp enron enron cc subject march preliminary ledgers holly spreadsheet seems errors every cell help yvette x 3 5953 holly heath 04 05 2000 03 25 pm brenda f herod hou ect ect cc yvette g connevey corp enron enron subject march preliminary ledgers attached preliminary march ledgers please review changes noon friday april 7 th questions please call 3 5843 thanks much holly heath
ham,98 1534 215 k 3 2000 good 3 1 3 1 sitara deal 163005 see k extend deal rest month flow every day lst 98 6725 also 215 k 3 2000 sitara deal 214948 covers every day except day 16 also see k extend deal cover day thanks jackie 3 9497
ham,4 6 00 latest update via verbal agreement chad cass darren farmer april 5 effective 9 00 nominations redeliveries `` 0 `` fuels cotton valley volume 7800 mmbtu purchased hpl gas daily hsc 5 april 6 effective 9 00 nominations redeliveries `` 0 `` fuels cotton valley volume 7800 mmbtu purchased hpl gas daily hsc 5 april 7 notice nominations redeliveries `` 0 `` fuels cotton valley gas purchased hpl `` determined price `` darren please give call discuss pricing fcv gas anyone questions please feel free give call thanks chad cass 713 627 6202 marta k henderson 04 06 2000 07 49 sent marta k henderson stacey neuweiler enron com dfarmer enron com briley enron com cc william e speckels gcs cec pec pec chad w cass gcs cec pec pec darrel f bane easttexas pefs pec pec michael r cherry easttexas pefs pec pec donna c spencer gcs cec pec pec cheryl l horning gcs cec pec pec julia mohn gcs cec pec pec dora j levy gcs cec pec pec bruce mcmills ftworth pefs pec pec sharon beemer ftworth pefs pec pec subject correction 4 5 00 nominations eastrans nomination 4 6 00 beginning 2 00 pm 4 5 00 nomination deliveries 0 mmbtu eastrans redeliveries 0 mmbtu 4 6 00 nomination follows deliveries 0 mmbtu eastrans redeliveries 0 mmbtu
ham,good morning afternoon today everyone received binder placed mail slots others hand delivered receive binder please email call one delivered thank octavia x 78351
ham,brian agrees tufco ena numbers march also days 1 5 taken iferc 160 000 enron 110 625 gd 0 agree ami
ham,thanks info heidi always good second pair eyes wells done research one hplc deals putting gathering contract run daren make changes needed please let know see anything else takes minute check
ham,still available assist robert entering new deal tickets equistar talking bryan hull anita luong kyle decided need 1 additional sale ticket 1 additional buyback ticket set forwarded tina valadez hou ect 04 06 2000 12 56 pm robert e lloyd 04 06 2000 12 40 pm tina valadez hou ect ect cc subject equistar deal tickets may want run idea daren farmer normally add tickets sitara tina valadez 04 04 2000 10 42 robert e lloyd hou ect ect cc bryan hull hou ect ect subject equistar deal tickets kyle met bryan hull morning decided need 1 new sale ticket 1 new buyback ticket set time period tickets july 1999 forward pricing new sale ticket like tier 2 sitara 156337 pricing new buyback ticket like tier 2 sitara 156342 questions please let know thanks tina valadez 3 7548
ham,equistar deal 156337 sale swing one two deals counterparty one sale one buyback robert e lloyd 04 05 2000 02 23 pm julie meyers hou ect ect cc pat clynes corp enron enron daren j farmer hou ect ect robert e lloyd hou ect ect subject buyback deficiency deals worksheet please make following changes redistribute worksheet thanks 1 please update equistar `` swing `` sitara ticket 156337 equistar '' sale `` reflect '' various `` due different deals associated counterparty 2 valero marketing supply `` undertake `` sitara ticket follows mtr 981394 148396 mtr 988018 148381 mtr 981233 148388 3 valero marketing 981233 148384 988018 148376
ham,148396 fyi presently scheduled 10 0 buyback interconnect due plant status day day 10 0 buyback begun wednesday april 5 th gary please let know want interconnect allocated ie force majeure sitara 148390
ham,ticket deal number 237756 seem want flow mops moment though vance l taylor ect 04 05 2000 04 21 pm tom acton corp enron enron cc julie meyers hou ect ect lisa hesse hou ect ect susan smith hou ect ect donald p reinhardt hou ect ect melissa graves hou ect ect subject texas nom lp dba garrison ltd tom following production commenced flow last week ticket created entered sitara based following counterparty meter volumes price period texas nom lp dba garrison ltd 9656 500 mmbtu 100 gd less 0 10 3 27 3 31 susan create committed reserves firm ticket remaining term deal geologists gathered enough data forecast reserves well time ticket zeroed thanks vlt x 3 6353
ham,daren hate pest deal two meters 98 1600 sitara deal 159194 expired 2 29 2000 flow 2 2000 215 k meter del flowed 53 863 3 2000 new deal referenced evergreen flag effect 98 6725 sitara deal 214948 expired 3 27 2000 evergreen new deal referenced little premature meter active monthly thinking flow month k applied thanks jackie 3 9497
ham,decreased volumes carthage due fire east texas plant also co owner volumes provided given gross volumes net pvr made changes reflect lower volumes total volume change approx 5500 net total carthage decreases 90565 85148 net
ham,daren meter flowed 215 k 3 2000 flow first two days month sitara deal 205569 deal ends 3 31 2000 please see deal extended gas placed stranger thanks jackie 3 9497
ham,man lock keys car fiddle wire clothes hanger ignore suggestions call road service long hypothermia set man car running well pop hood stare engine know looking another man shows one us say `` used able fix things computers everything know start `` man catch cold need someone bring soup take care lie bed moan never get sick issue man relied upon purchase basic groceries store like milk bread expected find exotic items like `` cumin `` `` tofu `` `` cardamom `` know thing man one appliances stops working insist taking apart despite evidence cost twice much repair person gets put back together man must hold television remote control hand watch tv thing misplaced may miss whole show looking though one time able survive holding calculator man think lost think stop ask someone would listen complete stranger mean could know going man want visit mother mother come visit us talk calls think whatever got mother day okay need see forget pick something mom man ask liked movie chances crying end man yes turn radio bruce springsteen doors comes yes tell every single time bruce picture cover time newsweek day jim morrison buried paris everyone visits grave please behave find fascinating man think wearing fine thought wearing five minutes ago fine either pair shoes fine belt without looks fine hair fine look fine go man 2000 share equally housework laundry cooking gardening cleaning dishes rest
ham,shoreline sent revision trim 6722 meter 570 428 daren tell flowed last month due one person meter 30 nominated let know think thanks
ham,becoming increasingly clear development ecommerce significant continuing impact conduct business broad array industries enrononline enron quickly become major catalyst transition web gas electric industries enrononline enormous success since launch since launch completed 67 043 transactions line total dollar value 25 billion enrononline largest ecommerce site world believe competitive success enrononline due one specific reason addition providing web based platform transactions enron acts principal provide direct liquidity site stand ready times market conditions buy sell posted price converts  bulletin board  8 typical ecommerce concept true market competitors provide capability increasingly convinced competitive advantage dramatically expanded products geographies correct could provide enormous new opportunity growth enron accordingly initiating major new effort capture opportunity effective today creating new business enron net works pursue new market development opportunities ecommerce across broad range industries likely business ultimately fifth business segment joining transmission mike mcconnell chief operating officer jeff mcmahon chief commercial officer individuals comprise office chairman enron net works remain executive committee enron corp replacing greg whalley president chief operating officer enron north america dave delainey also join enron  executive committee global technology remain intact part enron net works maintain businesses services enron global function philippe bibi remain chief technology officer enron corp continues responsible development worldwide technology standards platforms enrononline headed louise kitchen also remain intact part enron net works success enrononline enables us utilize site model explore markets addition following individuals included enron net works along current ecommerce initiatives harry arora public financial securities jay fitzgerald new markets identification bruce garner metals greg piper pulp paper next several weeks complete staffing organizational design provide full details exciting new business opportunity
ham,information requested forwarded tina valadez hou ect 04 07 2000 02 23 pm enron north america corp kyle r lilly 04 07 2000 11 39 tina valadez hou ect ect cc subject equistar deal tickets looks good tina valadez 04 07 2000 08 29 kyle r lilly hou ect ect cc subject equistar deal tickets need tickets set excess volumes priced correctly unify currently unify adding excess volume day pricing first 10 000 certain price anything 10 000 different price example meter 1553 may 5000 first meter 1384 may 5000 meter 1552 may 5000 unify currently prices first 10 000 certain price 5000 different price incorrect none meters exceeded 10 000 meter priced first tier level robert needs set one additional sale ticket one additional buyback ticket schedule gas tickets anita luong move volumes correct ticket allocates volumes month equistar receives manual invoices month need see sale buyback invoice also need meter invoiced separately need tickets set clean unify draft invoices thanks tina valadez forwarded tina valadez hou ect 04 07 2000 08 13 tina valadez 04 06 2000 01 01 pm julie meyers hou ect ect cc daren j farmer hou ect ect robert e lloyd hou ect ect subject equistar deal tickets still available assist robert entering new deal tickets equistar talking bryan hull anita luong kyle decided need 1 additional sale ticket 1 additional buyback ticket set forwarded tina valadez hou ect 04 06 2000 12 56 pm robert e lloyd 04 06 2000 12 40 pm tina valadez hou ect ect cc subject equistar deal tickets may want run idea daren farmer normally add tickets sitara tina valadez 04 04 2000 10 42 robert e lloyd hou ect ect cc bryan hull hou ect ect subject equistar deal tickets kyle met bryan hull morning decided need 1 new sale ticket 1 new buyback ticket set time period tickets july 1999 forward pricing new sale ticket like tier 2 sitara 156337 pricing new buyback ticket like tier 2 sitara 156342 questions please let know thanks tina valadez 3 7548
ham,robert attached please find calculation sheet feb 2000 production please review let know questions time appears owe pan energy 56 562 68 amount however include delivery fuel charges pg e passed back pan energy soon receive information pg e bill accordingly thanks katherine 713 345 8643
ham,nominate 27 800 mmbtu 4 11 eastrans 20 000 mmbtu redelivered pg e rest hpl fuels cotton valley plan begin receiving gas 3 00 pm take volume average nominated quantity day indicated phone also necessary deliver pg e flow starts average nominated quantity thanks
ham,attached notes weekend dated april 7 th thru april 9 th texas desk
ham,spoke phone nomination thanks calpine daily gas nomination 1 doc
ham,three contract need terminated termination letters effective october 22 1997 please let know deals attached contracts terminate system 1 96006408 2 96006409 3 96006412 please respond soon possible marlene hilliard
ham,go 98 6373 sitara deal 128952 expired 3 31 2000 flow following days 4 1 461 decatherms 4 2 453 `` 4 3 62 `` meter 16 day chart know volumes show later help thanks jackie 3 9497
ham,agreement thanks info greg mentioned staff meeting today intent restructured deal papered effective 4 1 00 impact potentially gas pathed properly counterparty appropriate transport gathering agreements etc rates changing need changed systems also may areas changes also attempting list rather want make people aware retroactive deals impacts daily operations thanks information pat daren get mike brian determine potential impact thanks steve van hooser 04 10 2000 03 06 pm brenda f herod hou ect ect cc michael c bilberry hou ect ect brian riley hou ect ect subject coastal deal exxon participation project agreement brenda per request attached draft documents used finalize new gathering arrangment hpl coastal revenue sharing arrangement exxon hpl transaction agreement residue gas purchase agreement coastal seller hpl buyer amendment wellhead purchase agreeement copy processing agreement exxon coastal agreement involve us believe far finalized document plan prepare termination agreement relative current liquifiables purchase agreement exxon purchaser hpl seller termination affective 4 1 2000 assistance please let know steve
ham,nominate 75 000 mmbtu eastrans hpl wed 4 12 2000 20 000 mmbtu redelivered pg e 7 800 mmbtu redelivered hpl fuels cotton valley 15 000 mmbtu hpl cartwhell carthage 17 200 mmbtu mobil beumont hsc 0375 15 000 mmbtu mobil beaumont hsc 055 sherry got write working thanks
ham,considered greg sharp orig team deals wellhead portfolio need move double checking dave forwarded david baumbach hou ect 04 11 2000 10 33 enron north america corp brenda f herod 04 11 2000 10 09 david baumbach hou ect ect cc subject fyi wellhead portfolio great keep mind people continue confuse `` wellhead portfolio `` `` deals done producer services `` wellhead portfolio truly wellhead deals deals done greg sharp origination teams competitive points make sense enron capital management david baumbach 04 11 2000 09 54 brenda f herod hou ect ect cc subject fyi wellhead portfolio worked tom acton last night get wellhead portfolio cleaned tom sheet vance used determine deals portfolio believe portfolio correct sitara team move deals identified today dave
ham,understanding going need separate deal meter tina right julie daren j farmer 04 11 2000 01 15 pm julie meyers hou ect ect tina valadez hou ect ect cc robert e lloyd hou ect ect subject equistar deal tickets created deal tickets 241558 241560 july 99 march 00 based info due time constraints researched pricing volumes trust info supplied agrees contract robert need get together tomorrow afternoon set april julie meyers 04 11 2000 09 28 daren j farmer hou ect ect robert e lloyd hou ect ect cc subject equistar deal tickets going deal get resolved today robert requested valero split thanks julie forwarded julie meyers hou ect 04 11 2000 09 28 tina valadez 04 06 2000 01 01 pm julie meyers hou ect ect cc daren j farmer hou ect ect robert e lloyd hou ect ect subject equistar deal tickets still available assist robert entering new deal tickets equistar talking bryan hull anita luong kyle decided need 1 additional sale ticket 1 additional buyback ticket set forwarded tina valadez hou ect 04 06 2000 12 56 pm robert e lloyd 04 06 2000 12 40 pm tina valadez hou ect ect cc subject equistar deal tickets may want run idea daren farmer normally add tickets sitara tina valadez 04 04 2000 10 42 robert e lloyd hou ect ect cc bryan hull hou ect ect subject equistar deal tickets kyle met bryan hull morning decided need 1 new sale ticket 1 new buyback ticket set time period tickets july 1999 forward pricing new sale ticket like tier 2 sitara 156337 pricing new buyback ticket like tier 2 sitara 156342 questions please let know thanks tina valadez 3 7548
ham,valero requested split since january 2000 gary lamphier julie meyers 04 11 2000 09 28 daren j farmer hou ect ect robert e lloyd hou ect ect cc subject equistar deal tickets going deal get resolved today robert requested valero split thanks julie forwarded julie meyers hou ect 04 11 2000 09 28 tina valadez 04 06 2000 01 01 pm julie meyers hou ect ect cc daren j farmer hou ect ect robert e lloyd hou ect ect subject equistar deal tickets still available assist robert entering new deal tickets equistar talking bryan hull anita luong kyle decided need 1 additional sale ticket 1 additional buyback ticket set forwarded tina valadez hou ect 04 06 2000 12 56 pm robert e lloyd 04 06 2000 12 40 pm tina valadez hou ect ect cc subject equistar deal tickets may want run idea daren farmer normally add tickets sitara tina valadez 04 04 2000 10 42 robert e lloyd hou ect ect cc bryan hull hou ect ect subject equistar deal tickets kyle met bryan hull morning decided need 1 new sale ticket 1 new buyback ticket set time period tickets july 1999 forward pricing new sale ticket like tier 2 sitara 156337 pricing new buyback ticket like tier 2 sitara 156342 questions please let know thanks tina valadez 3 7548
ham,going deal get resolved today robert requested valero split thanks julie forwarded julie meyers hou ect 04 11 2000 09 28 tina valadez 04 06 2000 01 01 pm julie meyers hou ect ect cc daren j farmer hou ect ect robert e lloyd hou ect ect subject equistar deal tickets still available assist robert entering new deal tickets equistar talking bryan hull anita luong kyle decided need 1 additional sale ticket 1 additional buyback ticket set forwarded tina valadez hou ect 04 06 2000 12 56 pm robert e lloyd 04 06 2000 12 40 pm tina valadez hou ect ect cc subject equistar deal tickets may want run idea daren farmer normally add tickets sitara tina valadez 04 04 2000 10 42 robert e lloyd hou ect ect cc bryan hull hou ect ect subject equistar deal tickets kyle met bryan hull morning decided need 1 new sale ticket 1 new buyback ticket set time period tickets july 1999 forward pricing new sale ticket like tier 2 sitara 156337 pricing new buyback ticket like tier 2 sitara 156342 questions please let know thanks tina valadez 3 7548
ham,forwarded jackie young hou ect 04 11 2000 09 32 '' allen john `` 04 11 2000 08 34 41 `` young jackie `` cc subject fyi gas flow see change later today gas flow going 15 5 20 15 total flow date 12
ham,spoke briefly brian riley working restructure knig ranch contracts exxon put coastal loop yesterday forwarded e mail steve van hooser drafts contracts attached talked brian king ranch set negotiating simplified intent understood longer buy wellhead rather coastal entering gathering agreement hpl buy wellhead ship plant hplc buy tailgate plant net pvr future settlements exxon liquids paper returned coastal exxon yet deal effective 4 1 00 everything new agreements receipts deliveries different counterparties gas flow continues new contracts different counterparties daren pat stella daren brian said would get discuss deal detail please include pat stella discussion also contracts reviewed understood ensure proper scheduling mentioned greg sharp brian critical kept loop especially retroactive deals scheduling transport rates risk affected thanks everyone ensuring communication lines place
ham,list meter moved lst 215 gathering 4056 6480 6534 6614 6855 nomed gathering contract next month also jackie renoms first release edi held
ham,talking vance taylor julie meyers 5 13 deals committed reserve deals committed reserve im wellhead portfolio plan everyone agrees go ahead move 5 path gathering leave 13 215 contract list ones move leave move im wellhead path gathering 984056 94120 cologne production company 986480 114514 cokinos natural gas company 986534 already repathed 986614 130917 prize energy resorces lp 986855 94120 cologne production company stay hplc 215 contract 986347 234218 duke energy trading 986751 229726 conerstone gas gathering co inc 986888 126166 amoco trading comp 95610 amoco trading comp 986899 104382 highland energy company 989602 229316 wagner brown ltd 989603 229467 vintage gas inc 989676 151669 cokinos natural gas company 989711 229316 wagner brown ltd
ham,fyi forwarded susan trevino hou ect 04 12 2000 10 38 bob withers 04 12 2000 10 41 40 `` susan trevino e mail `` cc stretch brennan knox westmoreland kevin mclarney `` taylor vance e mail `` subject lst rev apr 2000 hpl nom revised april 2000 effective 4 13 00 setup josey ranch hpl 989658 using 1 071 btu mcf gas deliveries hpl 9 100 mmbtu kri decrease 2 000 mmbtu 1 900 mmbtu texaco net change 11 000 mmbtu hpl `` net `` decrease 2 000 mmbtu need additional information kcs field contact stretch brennan victoria 512 576 1005 bob withers kcs energy 5555 san felipe suite 1200 houston tx 77056 voice mail page 713 964 9434
ham,forwarded ami chokshi corp enron 04 12 2000 02 03 pm troy benoit reliantenergy com 04 12 2000 01 30 55 pm `` ami chokshi `` cc subject copanos changes see attached file hpl apr xls hpl apr xls
ham,attached support indicate gas flowed zero nomination month march 2000 deal place allocate gas flow please advise want activity allocated
ham,daren fred concern something might able help us thinking maybe volumes meter might belong hpl one meters longer go thru king ranch thanks jackie forwarded jackie young hou ect 04 12 2000 02 37 pm fred boas 04 11 2000 10 29 jackie young hou ect ect cc howard b camp hou ect ect robert e lloyd hou ect ect subject february march 2000 meter 5688 jackie meter 5688 incorrectly scheduled hpl liquids contract 012 41970 02 002 march 2000 also last month robert removed volume liquids contract meter temporarily put strangers gas contract could fix months today let know corrected would appreciate thanks fred fred boas 02 16 2000 04 35 pm jackie young hou ect ect cc howard b camp hou ect ect robert e lloyd hou ect ect anita luong hou ect ect subject 1 2000 meters 5688 5801 jackie new 3 rivers allocation bear took anita luong january 2000 going forward please make sure meters 5688 5801 scheduled hpl liquids contract 012 41970 02 002 contract currently balance total volume two meters could fix early tomorrow morning would appreciate thanks fred
ham,welcome enjoy kingwood cove golf specials please take advantage special offers receive notices weekly bi weekly longer wish receive messages simply reply request keep fairway april e mail specials 3 pay 4 play 4 play price 3 anytime monday thru friday 12 pm saturday sunday holidays offer valid purchase cart green fee per player must present e mail invitation prior registration valid sr jr rates offers expires 05 02 00 call book tee time 281 358 1155 pick partner price weekday anytime weekends 12 pm 2 play 22 ea 2 play 24 ea 3 play 20 ea 3 play 22 ea 4 play 18 ea 4 play 20 ea monday thru friday saturday sunday holidays offer includes cart green fee must present e mail invitation prior registration valid sr jr rates tournaments offers expires 05 02 00 call book tee time 281 358 1155 xl 2000 special monday thru friday anytime 20 per player saturday sunday holidays 12 pm 30 per player golf invitation good 4 players receive 1 2 cart green fee range balls plus sleeve xl 2000 golf balls must present e mail invitation prior registration valid offers tournaments expires 05 02 00 call book tee time 281 358 1155 golf lesson special lessons save 15 buy two lessons save 15 per lesson fine tune swing expires 05 02 00 may spring clinics 6 hours instruction 75 happening senior tournament every monday morning ladies league starting tuesday mornings skins game every wednesday afternoon 1 00 pm kingwood cove golf association monthly tournaments
ham,hey doctor say jake run tests next week wed fri spring break want bring lacy see jake would best tonya said weekends taken mean easter weekend hope jake better never send videos cole could see could download love get private free email http www hotmail com
ham,longer standby deal either oxychem dupont brandywine two counter parties behind meter recommend close valve keep updated enron north america corp gary hanks 04 13 2000 12 50 pm lee l papayoti hou ect ect robert e lloyd hou ect ect pat clynes corp enron enron earl tisdale hou ect ect cc rita wynne hou ect ect howard b camp hou ect ect daren j farmer hou ect ect james mckay hou ect ect gary anderson gpgfin enron enron subject brandywine meter 981225 march 2000 activity flow meter 981225 month march hms technician contact measurement get volumes zeroed apparently get notified tech process meter set pressure control valve open gas control understanding field understanding time brandywine deal ended sort standby agreement place case please let know notify plant close valve robert future meters like small flow volume without nomination place please check earl investigate get commercial involved thanks gary h forwarded gary hanks hou ect 04 13 2000 12 35 pm lee l papayoti 04 12 2000 05 38 pm gary hanks hou ect ect james mckay hou ect ect cc robert e lloyd hou ect ect subject brandywine meter 981225 march 2000 activity meter set would flowed march ideas pressure control set point need know go oxy dupont make claim forwarded lee l papayoti hou ect 04 12 2000 05 37 pm robert e lloyd 04 12 2000 05 20 pm lee l papayoti hou ect ect cc daren j farmer hou ect ect pat clynes corp enron enron rita wynne hou ect ect howard b camp hou ect ect subject brandywine meter 981225 march 2000 activity attached support indicate gas flowed zero nomination month march 2000 deal place allocate gas flow please advise want activity allocated
ham,flow meter 981225 month march hms technician contact measurement get volumes zeroed apparently get notified tech process meter set pressure control valve open gas control understanding field understanding time brandywine deal ended sort standby agreement place case please let know notify plant close valve robert future meters like small flow volume without nomination place please check earl investigate get commercial involved thanks gary h forwarded gary hanks hou ect 04 13 2000 12 35 pm lee l papayoti 04 12 2000 05 38 pm gary hanks hou ect ect james mckay hou ect ect cc robert e lloyd hou ect ect subject brandywine meter 981225 march 2000 activity meter set would flowed march ideas pressure control set point need know go oxy dupont make claim forwarded lee l papayoti hou ect 04 12 2000 05 37 pm robert e lloyd 04 12 2000 05 20 pm lee l papayoti hou ect ect cc daren j farmer hou ect ect pat clynes corp enron enron rita wynne hou ect ect howard b camp hou ect ect subject brandywine meter 981225 march 2000 activity attached support indicate gas flowed zero nomination month march 2000 deal place allocate gas flow please advise want activity allocated
